Node.ID,sp.ID,stageID,Stage,Sp.stage,Name.Sp.stage,Presence.code,Type,Organismal.Group,Working.Group,WorkingName,Phylum,Class,Order,Family,Genus,Specific.epithet,Sp.name,Resolution,Habitat_Site,Consumer.Strategy,Consumer.Type,Mobility,Life.Cycle,Confidence.in.Node,Justification.Code,thermal.province,Localities,Ref.ID,Northern.Eastern.Pacific.Range.Limit,Southern.Eastern.PacificRange.Limit,Additional.Localities,Synonomy,Fishbase.OR.WoRMS.SearchTerms,biosis.diet.search.terms,NHM.Search.Terms,Google.Scholar.PS.Search.Terms,biosis.SearchTerms,BIOSIS.PS.records,NHM.records,FishPest,Biosis.host.only.terms,Biosis.host.only.records,NHM.host.count
1003,908,5,juvenile,908.5,Pseudoterranova.decipiens.908.5,L,symbiont,Nematoda,Nematoda,Juvenilenematode,Nematoda,Chromadorea,Rhabditida,Anisakidae,Pseudoterranova,decipiens,Pseudoterranova.decipiens,Species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,3,1,1; 3,unknown,"Santa Barbara, CA, USA",204; 463,,,,"Ascaris decipiens Krabbe, 1878, Phocanema decipiens (Krabbe, 1878), Porrocaecum decipiens, Terranova decipiens",,,,,,NA,NA,NA,NA,NA,258
1005,910,1,adult,910.1,Parafilaroides.decorus.910.1,L,symbiont,Nematoda,Nematoda,Nematode,Nematoda,Chromadorea,Strongylida,Filaroididae,Parafilaroides,decorus,Parafilaroides.decorus,Species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,3,4,3,unknown,"CA, USA; Baltimore Zoo, MD, USA; Sausalito, CA, USA",618; 155; 324; 539; 684,,,,none,,,,,,NA,NA,NA,NA,NA,4
1006,910,5,juvenile,910.5,Parafilaroides.decorus.910.5,L,symbiont,Nematoda,Nematoda,Juvenilenematode,Nematoda,Chromadorea,Strongylida,Filaroididae,Parafilaroides,decorus,Parafilaroides.decorus,Species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,3,2,1; 3,unknown,"Santa Barbara, CA, USA",204; 923; 293,,,,none,,,,,,NA,NA,NA,NA,NA,4
1007,911,1,adult,911.1,Philometra.spp..911.1,L,symbiont,Nematoda,Nematoda,Nematode,Nematoda,Chromadorea,Rhabditida,Philometridae,Philometra,spp.,Philometra.spp.,Genus,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,3,1,1; 3,unknown,"Santa Barbara, CA, USA; Baja California, Mexico",204; 161,,,,na,,,,,,NA,NA,NA,NA,NA,1
1008,912,1,adult,912.1,Phlyctainophora.squali.912.1,L,symbiont,Nematoda,Nematoda,Nematode,Nematoda,Chromadorea,Rhabditida,Philometridae,Phlyctainophora,squali,Phlyctainophora.squali,Species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,2,3,unknown,"Southern California Bight, CA, USA; CA, USA",4; 866,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1009,913,1,adult,913.1,Pseudodelphis.sp..913.1,L,symbiont,Nematoda,Nematoda,Juvenilenematode,Nematoda,Chromadorea,Rhabditida,Guyanemidae,Pseudodelphis,sp.,Pseudodelphis.sp.,Genus,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1010,914,1,adult,914.1,Dracunculoideagen..sp..914.1,L,symbiont,Nematoda,Nematoda,Nematode,Nematoda,Chromadorea,Rhabditida,Dracunculoidea,Dracunculoideagen.,sp.,Dracunculoideagen..sp.,Genus,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,5,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1011,915,1,adult,915.1,NEM.ANI2.sp..915.1,L,symbiont,Nematoda,Nematoda,Nematode,Nematoda,Nematoda,UnkNematode,UnkNematode,NEM.ANI2,sp.,NEM.ANI2.sp.,Morphospecies,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,5,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1012,916,1,adult,916.1,NEM.MO3.sp..916.1,L,symbiont,Nematoda,Nematoda,Nematode,Nematoda,Nematoda,UnkNematode,UnkNematode,NEM.MO3,sp.,NEM.MO3.sp.,Morphospecies,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,5,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1014,918,5,juvenile,918.5,NJ.MO26.NJ.MO26.918.5,L,symbiont,Nematoda,Nematoda,Juvenilenematode,Nematoda,Nematoda,UnkNematode,UnkNematode,NJ.MO26,NJ.MO26,NJ.MO26.NJ.MO26,Morphospecies,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1018,922,5,juvenile,922.5,NJ.LOGR1.NJ.LOGR1.922.5,L,symbiont,Nematoda,Nematoda,Juvenilenematode,Nematoda,Nematoda,UnkNematode,UnkNematode,NJ.LOGR1,NJ.LOGR1,NJ.LOGR1.NJ.LOGR1,Morphospecies,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1020,924,5,juvenile,924.5,NJ.PUPR3.NJ.PUPR3.924.5,L,symbiont,Nematoda,Nematoda,Juvenilenematode,Nematoda,Nematoda,UnkNematode,UnkNematode,NJ.PUPR3,NJ.PUPR3,NJ.PUPR3.NJ.PUPR3,Morphospecies,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1022,926,1,adult,926.1,Caligus.COP.MO7.926.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Caligus,COP.MO7,Caligus.COP.MO7,Morphospecies,External.Host,Ectoparasite,Micropredator,Mobile,2,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1023,927,1,adult,927.1,COP.IV1.COP.IV1.927.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,COP.IV1,COP.IV1,COP.IV1.COP.IV1,Morphospecies,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1024,928,3,copepodid,928.3,COP.Ling2.COP.Ling2.928.3,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,COP.Ling2,COP.Ling2,COP.Ling2.COP.Ling2,Morphospecies,External.Host,Ectoparasite,Parasite,Host-dependent,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1025,928,4,chalimus,928.4,COP.Ling2.COP.Ling2.928.4,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,COP.Ling2,COP.Ling2,COP.Ling2.COP.Ling2,Morphospecies,External.Host,Ectoparasite,Parasite,Host-dependent,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1026,929,1,adult,929.1,COP.MO12.COP.MO12.929.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,COP.MO12,COP.MO12,COP.MO12.COP.MO12,Morphospecies,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1027,930,1,adult,930.1,COP.MO14.COP.MO14.930.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,COP.MO14,COP.MO14,COP.MO14.COP.MO14,Morphospecies,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1028,931,4,chalimus,931.4,COP.MO16.COP.MO16.931.4,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,COP.MO16,COP.MO16,COP.MO16.COP.MO16,Morphospecies,External.Host,Ectoparasite,Parasite,Host-dependent,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1029,932,1,adult,932.1,COP.MO17.COP.MO17.932.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Copepoda,Copepoda,COP.MO17,COP.MO17,COP.MO17.COP.MO17,Morphospecies,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1030,933,1,adult,933.1,Cop.Mo3.unk..933.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Copepoda,Copepoda,Cop.Mo3,unk.,Cop.Mo3.unk.,Morphospecies,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1031,934,1,adult,934.1,COP.MO8.COP.MO8.934.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Copepoda,Copepoda,COP.MO8,COP.MO8,COP.MO8.COP.MO8,Morphospecies,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1032,935,4,chalimus,935.4,COP.NAP1.COP.NAP1.935.4,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,COP.NAP1,COP.NAP1,COP.NAP1.COP.NAP1,Morphospecies,External.Host,Ectoparasite,Parasite,Host-dependent,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1033,936,1,adult,936.1,COP.SBC2.COP.SBC2.936.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida,Chondracanthidae,COP.SBC2,COP.SBC2,COP.SBC2.COP.SBC2,Morphospecies,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1034,937,4,chalimus,937.4,COP.SBC3.COP.SBC3.937.4,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,COP.SBC3,COP.SBC3,COP.SBC3.COP.SBC3,Morphospecies,External.Host,Ectoparasite,Parasite,Host-dependent,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1035,938,1,adult,938.1,Cop.SC1.Cop.SC1.938.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Eudactylinidae,Cop.SC1,Cop.SC1,Cop.SC1.Cop.SC1,Morphospecies,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1036,939,3,copepodid,939.3,COP.SCI5.COP.SCI5.939.3,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,COP.SCI5,COP.SCI5,COP.SCI5.COP.SCI5,Morphospecies,External.Host,Ectoparasite,Parasite,Host-dependent,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1037,940,4,chalimus,940.4,COP.SCI6.COP.SCI6.940.4,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,COP.SCI6,COP.SCI6,COP.SCI6.COP.SCI6,Morphospecies,External.Host,Ectoparasite,Parasite,Host-dependent,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1038,941,1,adult,941.1,Naobranchia.sp..941.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Naobranchia,sp.,Naobranchia.sp.,Genus,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1039,942,1,adult,942.1,Peniculus.fistula.942.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Pennellidae,Peniculus,fistula,Peniculus.fistula,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1,unknown,"Santa Barbara, CA, USA; Southern California, CA, USA; Baja California, Mexico",204; 586,,,,"Peniculus fissipes Wilson C.B., 1917 (synonym according to Kabata & Wilkes, 1977)
Peniculus fistula Nordmann, 1832",,,,,,NA,NA,NA,NA,NA,NA
1040,943,1,adult,943.1,Peniculus.sp.943.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Pennellidae,Peniculus,sp,Peniculus.sp,Genus,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1; 3,unknown,"Santa Barbara, CA, USA; Santa Cruz Island, CA, USA; Redondo Beach, CA, USA; Santo Tomas, Mexico",204; 698,,,,,,,,,,NA,NA,NA,NA,NA,NA
1041,944,1,adult,944.1,Unk.Copepoda.mollusksp..944.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Copepoda,Copepoda,Unk.Copepoda,mollusksp.,Unk.Copepoda.mollusksp.,Morphospecies,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1042,945,1,adult,945.1,Lernanthropidaegen..sp..945.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Lernanthropidae,Lernanthropidaegen.,sp.,Lernanthropidaegen..sp.,Family,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1045,948,1,adult,948.1,Lernaeopodidaegen.sp.C.948.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Lernaeopodidaegen,sp.C,Lernaeopodidaegen.sp.C,Family,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1046,949,1,adult,949.1,Heterochondria.atypica.949.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida,Chondracanthidae,Heterochondria,atypica,Heterochondria.atypica,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1,unknown,"Santa Barbara, CA, USA; La Jolla, CA, USA; Southern California, CA, USA",204; 402; 586,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1047,950,1,adult,950.1,Hatschekia.albirubra.950.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Hatschekiidae,Hatschekia,albirubra,Hatschekia.albirubra,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,3,3,unknown,"Ensenada, Baja California, Mexico",686,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1048,951,1,adult,951.1,Hatschekia.pacifica.951.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Hatschekiidae,Hatschekia,pacifica,Hatschekia.pacifica,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Southern California, CA, USA",586,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1049,952,1,adult,952.1,Hatschekia.pinguis.952.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Hatschekiidae,Hatschekia,pinguis,Hatschekia.pinguis,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,3,3,unknown,"Southern California, CA, USA",586,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1050,953,1,adult,953.1,Hatschekia.sp..953.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Hatschekiidae,Hatschekia,sp.,Hatschekia.sp.,Genus,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1,unknown,"Santa Barbara, CA, USA; Baja California, Mexico",204; 847,,,,,,,,,,NA,NA,NA,NA,NA,NA
1051,954,1,adult,954.1,Lepeophtheirus.sp.A.954.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Lepeophtheirus,sp.A,Lepeophtheirus.sp.A,Genus,External.Host,Ectoparasite,Micropredator,Mobile,2,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1052,955,1,adult,955.1,Lepeophtheirus.sp.B.955.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Lepeophtheirus,sp.B,Lepeophtheirus.sp.B,Genus,External.Host,Ectoparasite,Micropredator,Mobile,2,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1053,956,1,adult,956.1,Caligus.sp.A(hobsoni).956.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Caligus,sp.A(hobsoni),Caligus.sp.A(hobsoni),Genus,External.Host,Ectoparasite,Micropredator,Mobile,2,1,1; 3,unknown,"Santa Barbara, CA, USA; Diablo Cove, CA, USA",204; 583,,,,,,,,,,NA,NA,NA,NA,NA,NA
1055,957,4,chalimus,957.4,Caligidaegen..spp..957.4,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Caligidaegen.,spp.,Caligidaegen..spp.,Family,External.Host,Ectoparasite,Micropredator,Mobile,4,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1056,958,1,adult,958.1,Andreina.sp..958.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida,Chondracanthidae,Andreina,sp.,Andreina.sp.,Genus,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1057,959,1,adult,959.1,Bomolochus.bellones.959.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida ,Bomolochidae,Bomolochus,bellones,Bomolochus.bellones,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,3,3,unknown,"Southern California, CA, USA",1026; 586,,,,"Artacolax ardeolae (Krèyer, 1863) (synonym)
Artacolax tumidus (Shiino, 1957) (synonym)
Bomolochus ardeolae Krèyer, 1863 (synonym)
Bomolochus concinnus Wilson C.B., 1911 (synonym)
Bomolochus hemirhamphi Pillai, 1965 (synonym)
Bomolochus hyporhamphi Yamaguti & Yamasu, 1959 (synonym)
Bomolochus tumidus Shiino, 1957 (synonym)
Holobomolochus ardeolae (Krèyer, 1863) (synonym)
Parabomolochus bellones (Burmeister, 1833)
Parabomolochus concinnus (Wilson C.B., 1911) (synonym)
Parabomolochus hemirhamphi (Pillai, 1965) (synonym)
Parabomolochus hyporhamphi (Yamaguti & Yamasu, 1959) (synonym)
Parabomolochus tumidus (Shiino, 1957) (synonym)
Pseudartacolax hyporhamphi (Yamaguti & Yamasu, 1959) ",,,,,,NA,NA,NA,NA,NA,NA
1058,960,1,adult,960.1,Bomolochus.constrictus.960.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida ,Bomolochidae,Bomolochus,constrictus,Bomolochus.constrictus,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Southern California, CA, USA",586,,,,"Parabomolochus constrictus Cressey & Collette, 1970 ",,,,,,NA,NA,NA,NA,NA,NA
1059,961,1,adult,961.1,Bomolochus.cuneatus.961.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida ,Bomolochidae,Bomolochus,cuneatus,Bomolochus.cuneatus,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1; 3,unknown,"Santa Barbara, CA, USA; Anaheim Bay, CA, USA; Huntington Harbor, CA, USA; Puget Sound, WA, USA; San Francisco, CA, USA; Avila Beach, CA, USA; Santa Cruz Island, CA, USA; Redondo Beach, CA, USA; Santo Tomas, Mexico",204,,,,"Bomolochus pectinatus Stock, 1955 (synonym)
Parabomolochus cuneatus (Fraser, 1920)",,,,,,NA,NA,NA,NA,NA,NA
1060,962,1,adult,962.1,Bomolochus.COP.MO18.962.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida ,Bomolochidae,Bomolochus,COP.MO18,Bomolochus.COP.MO18,Morphospecies,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1061,963,1,adult,963.1,Holobomolochus.sp.A.963.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida ,Bomolochidae,Holobomolochus,sp.A,Holobomolochus.sp.A,Genus,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
1062,964,1,adult,964.1,Bomolochus.sp.A(soleae).964.1,L,symbiont,Crustacea,Copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida ,Bomolochidae,Bomolochus,sp.A(soleae),Bomolochus.sp.A(soleae),Genus,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1; 3,unknown,"Santa Barbara, CA, USA; Baja California, Mexico",204; 586; 686,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1063,965,1,adult,965.1,Acanthochondria.fraseri.965.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida,Chondracanthidae,Acanthochondria,fraseri,Acanthochondria.fraseri,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Santa Monica Bay, CA, USA",486; 402,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1064,966,1,adult,966.1,Acanthochondria.hoi.966.1,E,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida,Chondracanthidae,Acanthochondria,hoi,Acanthochondria.hoi,Species,External.Host,Ectoparasite,,Host-dependent,2,2,3,na,"Santa Monica Bay CA, USA",1137,,,,none,,,,,,NA,,,,,NA
1066,968,1,adult,968.1,Acanthochondria.soleae.968.1,E,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida,Chondracanthidae,Acanthochondria,soleae,Acanthochondria.soleae,Species,External.Host,Ectoparasite,,Host-dependent,2,2,3,na,"Anaheim Bay, CA, USA",739; 401,,,,"Chondracanthus soleae Krèyer, 1838",,,,,,NA,,,,,NA
1067,969,1,adult,969.1,Acanthochondria.sp..969.1,E,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida,Chondracanthidae,Acanthochondria,sp.,Acanthochondria.sp.,Genus,External.Host,Ectoparasite,,Host-dependent,2,2,3,na,"Anaheim Bay, CA, USA",401,,,,na,,,,,,NA,,,,,NA
1069,971,1,adult,971.1,Acantholochus.nasus.971.1,L,symbiont,Crustacea,copepoda,nasalcopepod,Arthropoda,Hexanauplia,Cyclopoida ,Bomolochidae,Acantholochus,nasus,Acantholochus.nasus,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,3,3,unknown,"Baja California, Mexico",686,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1072,974,1,adult,974.1,Achtheinus.oblongus.974.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Pandaridae,Achtheinus,oblongus,Achtheinus.oblongus,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,3,3,both,"Northern California, CA, USA; Southern California, CA, USA",865; 586; 453; 68,,,,Perissopus oblongus,,,,,,NA,NA,NA,NA,NA,NA
1073,975,1,adult,975.1,Anthessius.navanacis.975.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida,Anthessiidae,Anthessius,navanacis,Anthessius.navanacis,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Laguna Beach, CA, USA; Anaheim Slough, CA, USA; La Jolla, CA, USA",1024,,,,Pseudomolgus navanacis,,,,,,NA,NA,NA,NA,NA,NA
1075,977,1,adult,977.1,Auchenochondria.lobosa.977.1,E,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida,Chondracanthidae,Auchenochondria,lobosa,Auchenochondria.lobosa,Species,External.Host,Ectoparasite,,Host-dependent,2,2,3,na,"Carlsbad  CA, USA",240; 753,,,,none,,,,,,NA,,,,,NA
1079,981,1,adult,981.1,Caligus.mutabilis.981.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Caligus,mutabilis,Caligus.mutabilis,Species,External.Host,Ectoparasite,Micropredator,Mobile,2,2,3,unknown,"Gulf of California, Mexico; Southern California, CA, USA",686,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1080,982,1,adult,982.1,Caligus.pectinatus.982.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Caligus,pectinatus,Caligus.pectinatus,Species,External.Host,Ectoparasite,Micropredator,Mobile,2,2,3,unknown,"Southern California Bight, CA, USA",487,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1082,984,1,adult,984.1,Caligus.quadratus.984.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Caligus,quadratus,Caligus.quadratus,Species,External.Host,Ectoparasite,Micropredator,Mobile,2,2,3,unknown,"Southern California, CA, USA",913,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1083,985,1,adult,985.1,Caligus.serratus.985.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Caligus,serratus,Caligus.serratus,Species,External.Host,Ectoparasite,Micropredator,Mobile,2,2,3,unknown,"Southern California, CA, USA",586,,,,none,,,,,,NA,NA,NA,NA,NA,NA
