Node.ID,sp.ID,stageID,Stage,Sp.stage,Name.Sp.stage,Presence.code,Type,Organismal.Group,Working.Group,WorkingName,Phylum,Class,Order,Family,Genus,Specific.epithet,Sp.name,Resolution,Habitat_Site,Consumer.Strategy,Consumer.Type,Mobility,Life.Cycle,Confidence.in.Node,Justification.Code,thermal.province,Localities,Ref.ID,Northern.Eastern.Pacific.Range.Limit,Southern.Eastern.PacificRange.Limit,Additional.Localities,Synonomy,Fishbase.OR.WoRMS.SearchTerms,biosis.diet.search.terms,NHM.Search.Terms,Google.Scholar.PS.Search.Terms,biosis.SearchTerms,BIOSIS.PS.records,NHM.records,FishPest,Biosis.host.only.terms,Biosis.host.only.records,NHM.host.count
202,162,1,Adult,162.1,Pachycheles.holosericus.162.1,L,free.living,Crustacea,small crab,porcelain crab,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Pachycheles,holosericus,Pachycheles.holosericus,species,benthic substrate,Omnivore,Predator,Mobile,1,1,1; 3,warm,"Santa Barbara Channel, CA, USA",1015,"Santa Barbara, CA, USA","Magdalena Bay, Baja California, Mexico",,none,Pachycheles holosericus,,Pachycheles,"Pachycheles parasite, ""Pachycheles holosericus"" parasite",Pachycheles SAME parasit*,2,2,NA,Pachycheles,43,NA
203,163,1,Adult,163.1,Pachycheles.rudis.163.1,L,free.living,Crustacea,small crab,thick clawed porcelain crab,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Pachycheles,rudis,Pachycheles.rudis,Species,benthic substrate,Omnivore,Predator,Mobile,1,1,1; 3,both,"Santa Barbara Channel, CA, USA",693; 1015,"AK, USA","Baja California, Mexico",,none,Pachycheles rudis,,Pachycheles,"Pachycheles parasite, ""Pachycheles rudis"" parasite",Pachycheles SAME parasit*,2,2,NA,Pachycheles,43,NA
204,164,1,Adult,164.1,Paraxanthias.taylori.164.1,L,free.living,Crustacea,small crab,Lumpy crab,Arthropoda,Malacostraca,Decapoda,Xanthidae,Paraxanthias,taylori,Paraxanthias.taylori,Species,benthic substrate,Omnivore,Micropredator,Mobile,1,1,1; 3; 7,both,"CA, USA",693; 1015; 167,"AK, USA","Baja California, Mexico",,"Xantho spinituberculatus, Xanthodes taylori",,,"Paraxanthias, Xantho","Paraxanthias parasite, ""Xantho spinituberculatus"" parasite, ""Xanthodes taylori"" parasite","Paraxanthias SAME parasit*, Xantho SAME parasit*, Xanthodes SAME parasit*)",5,0,NA,"Xantho, xanthodes",135,NA
205,165,1,Adult,165.1,Pelia.tumida.165.1,L,free.living,Crustacea,small crab,dwarf crab,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pelia,tumida,Pelia.tumida,species,Holdfast,Detritivore,Predator,Mobile,1,1,1; 3,both,"Santa Barbara Channel, CA, USA",693,"Monterey, CA, USA",Mexico,,"Microphrys tenuidus, Pelia clausa, Pisoides tumida",,,"Pelia, Microphrys, Pisoides","""pelia tumida"" parasite, ""Microphrys tenuidus"" parasite, ""Pisoides tumida"" parasite","Pisoides SAME parasit*, pelia SAME parasit*, Microphrys SAME parasit*",0,0,NA,"Pelia, Microphrys, Pisoides",44,NA
206,166,1,adult,166.1,Pinnixa.tubicola.166.1,L,symbiont,Crustacea,small crab,tube pea crab,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa,tubicola,Pinnixa.tubicola,Species,External.Host,Filter,Predator,Mobile,5,2,1; 3,both,"CA, USA",1045,"British Columbia, Canada ","San Diego, CA, USA",,none,,,Pinnixa,,Pinnixa SAME parasit*,4,0,NA,Pinnixa,63,NA
207,167,1,adult,167.1,Pinnixa.faba.167.1,L,symbiont,Crustacea,small crab,pea crab,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa,faba,Pinnixa.faba,Species,External.Host,Filter,Predator,Mobile,5,1,1,both,"Santa Barbara Channel, CA, USA",693,"AK, USA","Southern California, CA, USA",,"""Pinnothera faba, 
Pinnotheres faba""",Pinnixa faba,,Pinnixa,"""Pinnixa faba"" parasite, """"Pinnothera faba"" parasite, ""Pinnotheres faba"" parasites",Pinnixa SAME parasit*,4,0,NA,Pinnixa,63,NA
208,168,1,Adult,168.1,Pugettia.foliata.168.1,L,free.living,Crustacea,small crab,mimulus crab,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia,foliata,Pugettia.foliata,Species,Holdfast,Herbivore,Micropredator,Mobile,5,1,1; 3,cold,"Santa Barbara Channel, CA, USA",693; 1015,"AK, USA","Santa Barbara, CA, USA",,"Mimulus acutifrons, Mimulus foliatus",,,Pugettia,"""Mimulus acutifrons"" parasite, ""Mimulus foliatus"" parasite, ""Pugettia foliata"" parasite","Pugettia SAME parasit*,  mimulus SAME parasit*",20,0,NA,"mimulus, pugettia",1351*,NA
209,169,1,Adult,169.1,Pugettia.dalli.169.1,L,free.living,Crustacea,small crab,reptantians-crab,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia,dalli,Pugettia.dalli,Species,benthic substrate,Herbivore,Micropredator,Mobile,5,1,3,warm,"CA, USA",406; 407,"San Miguel Island, Channel Islands, CA, USA","Baja California, Mexico",,none,,,Pugettia,"""Pugettia dalli"" parasite",Pugettia SAME parasit*,3,0,NA,Pugettia,58,NA
210,170,1,Adult,170.1,Romaleon.jordani.170.1,L,free.living,Crustacea,small crab,hairy rock crab,Arthropoda,Malacostraca,Decapoda,Cancridae,Romaleon,jordani,Romaleon.jordani,Species,Holdfast,Omnivore,Predator,Mobile,5,2,3,both,"CA, USA",693; 1015,"Coos Bay, OR, USA","Cabo Thurloe, Baja California, Mexico",,Cancer jordani,,,Romaleon,"""Cancer jordani"" parasite, ""Romaleon jordani"" parasite","Romaleon SAME parasit*, Cancer SAME jordani SAME parasit*",0,0,NA,"Romaleon, Cancer SAME jordani",11,NA
211,171,1,Adult,171.1,Scyra.acutifrons.171.1,L,free.living,Crustacea,small crab,sharp nosed crab,Arthropoda,Malacostraca,Decapoda,Epialtidae,Scyra,acutifrons,Scyra.acutifrons,species,benthic substrate,Detritivore,Micropredator,Mobile,5,1,1; 3,both,"CA, USA",394; 579,"AK, USA","Baja California, Mexico",,none,,,Scyra,Scyra parasite,Scyra SAME parasit*,0,0,NA,Scyra,5,NA
212,172,1,Adult,172.1,Taliepus.nuttallii.172.1,L,free.living,Crustacea,small crab,globose kelp crab,Arthropoda,Malacostraca,Decapoda,Epialtidae,Taliepus,nuttallii,Taliepus.nuttallii,Species,kelp-fronds,Herbivore,Micropredator,Mobile,5,1,1; 3,warm,"Southern California, CA, USA",693; 1015,"Santa Barbara, CA, USA","Baja California, Mexico",,Epialtus nuttallii,,,"Taliepus, Epialtus","Taliepus nuttallii parasite, Epialtus nuttallii parasite","Epialtus SAME parasit*,  (Taliepus SAME parasit*)",1,0,NA,"Taliepus, Epialtus",29,NA
213,173,1,Adult,173.1,Amathimysis.trigibba.173.1,L,free.living,Crustacea,small crustacean,mysid,Arthropoda,Malacostraca,Mysida,Mysidae,Amathimysis,trigibba,Amathimysis.trigibba,Species,kelp-fronds,Herbivore,Predator,Mobile,1,2,3,unknown,"Catalina Island, Channel Islands, CA, USA",406; 407,"Northern California, CA, USA","Southern California, CA, USA",,none,,,Amathimysis,Amathimysis parasite,Amathimysis SAME parasit*,0,0,NA,Amathimysis,0,NA
214,174,1,Adult,174.1,Chondrochelia.dubia.174.1,L,free.living,Crustacea,tanaid,tanaid,Arthropoda,Malacostraca,Tanaidacea,Leptocheliidae,Chondrochelia,dubia,Chondrochelia.dubia,Species,sand,Detritivore,Predator,Mobile,1,2,1; 3,both,"Southern California, CA, USA",406; 407; 661,Cosmopolitan,Cosmopolitan,,"Leptochelia dubia, Leptochelia incerta, Leptochelia kroyeri, Leptochelia lifuensis, Paratanais Krèyerii, Tanais dubius",,,"Chondrochelia, Leptochelia, Paratanais, Tanais","Chondrochelia parasite, ""Leptochelia dubia"" parasite, ""Leptochelia incerta"" parasite, ""Leptochelia kroyeri"" parasite, ""Leptochelia lifuensis"" parasite, ""Paratanais Krèyerii"" parasite, ""Tanais dubius"" parasite","Chondrochelia SAME parasit*, Leptochelia SAME parasit*, Paratanais SAME parasit*, Tanais SAME parasit*",2,0,NA,"Chondrochelia, Leptochelia, Paratanais, Tanais",121,NA
215,175,1,Adult,175.1,Parapseudes.latifrons.175.1,L,free.living,Crustacea,tanaid,tanaid,Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Parapseudes,latifrons,Parapseudes.latifrons,Species,benthic substrate,Detritivore,Predator,Mobile,1,3,3,unknown,"Southern California, CA, USA",406; 407; 661,"Northern California, CA, USA","Southern California, CA, USA",,"Dalapseudes pedispinis, Parapseudes grubei, Parapseudes pedispinis, Rhoea latifrons",,,"Parapseudes, Dalapseudes, Rhoea","Parapseudes parasite, Dalapseudes parasite, ""Rhoea latifrons"" parasite","Parapseudes SAME parasit*, Dalapseudes SAME parasit*, Rhoea SAME parasit*",0,0,NA,"Parapseudes, Dalapseudes, Rhoea",10,NA
216,176,1,Adult,176.1,Synapseudes.intumescens.176.1,L,free.living,Crustacea,tanaid,tanaid,Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Synapseudes,intumescens,Synapseudes.intumescens,Species,rock,Detritivore,Predator,Mobile,1,2,3,unknown,"Southern California, CA, USA",407; 406; 661,"Northern California, CA, USA","Southern California, CA, USA",,none,,,Synapseudes,Synapseudes parasite,Synapseudes SAME parasit*,0,0,NA,Synapseudes,9,NA
217,177,1,Adult,177.1,Anatanais.normani.177.1,L,free.living,Crustacea,tanaid,tanaid,Arthropoda,Malacostraca,Tanaidacea,Tanaidae,Anatanais,normani,Anatanais.normani,species,benthic substrate,Detritivore,Predator,Mobile,1,3,3,unknown,"Southern California, CA, USA",407; 406; 661,"CA, USA","CA, USA",,"Zeuxo normani (accepted); Tanais normani, Zeuxo (Zeuxo) normani (Richardson, 1905) (subgenera eliminated), Zeuxo (Zeuxo) paranormani Sieg, 1980 (subgenera eliminated), Zeuxo paranormani Sieg, 1980 (synonym)",,,"Anatanais, Zeuxo, Tanais","Anatanais parasite, ""Zeuxo normani"" parasite, ""Zeuxo paranormani"" parasite, ""Tanais paranormani"" parasite","Anatanais SAME parasit*, Zeuxo SAME parasit*,  Tanais SAME parasit*",0,0,NA,"Anatanais, Zeuxo, Tanais",86,NA
218,178,1,Adult,178.1,Eupelte.setacauda.178.1,L,free.living,Crustacea,small crustacean,harpacticoid copepod,Arthropoda,Hexanauplia,Harpacticoida,Peltidiidae,Eupelte,setacauda,Eupelte.setacauda,species,benthic substrate,Herbivore,Predator,Mobile,1,2,3,unknown,"San Diego, CA, USA",1079,"Point Conception, CA, USA","Baja California, Mexico",,none,,,Eupelte,Eupelte parasite,Eupelte SAME parasit*,0,0,NA,Eupelte,4,NA
219,179,1,Adult,179.1,Holmesimysis.costata.179.1,L,free.living,Crustacea,small crustacean,kelp mysids,Arthropoda,Malacostraca,Mysida,Mysidae,Holmesimysis,costata,Holmesimysis.costata,species,kelp-fronds,Omnivore,Predator,Mobile,1,1,3,warm,"CA, USA",432,"Point Conception, CA, USA","Baja California, Mexico",,"Acanthomysis costata, Mysis costata, Neomysis costata ",,,"Holmesimysis, Acanthomysis, Neomysis, Mysis","""Holmesimysis costata"" parasite, ""Acanthomysis costata"" parasite, ""mysis costata"" parasite, ""neomysis costata"" parasite","Holmesimysis SAME parasit*, Acanthomysis SAME parasit*, Neomysis SAME parasit*, mysis SAME parasit*",15,23,NA,"Holmesimysis, Acanthomysis, Neomysis, mysis",1352,NA
220,180,1,Adult,180.1,Holmesimysis.sculpta.180.1,L,free.living,Crustacea,small crustacean,kelp mysids,Arthropoda,Malacostraca,Mysida,Mysidae,Holmesimysis,sculpta,Holmesimysis.sculpta,species,kelp-fronds,Omnivore,Predator,Mobile,1,1,3,both,"CA, USA",711; 187; 432; 407; 406,"British Columbia, Canada ","Baja California, Mexico",,"Acanthomysis sculpta, Neomysis sculpta",,,"Holmesimysis, Acanthomysis, Neomysis","""Holmesimysis sculpta"" parasite, ""neomysis sculpta"" parasite, ""Acanthomysis sculpta"" parasite","Holmesimysis SAME parasit*, Acanthomysis SAME parasit*, Neomysis SAME parasit*",6,9,NA,"Holmesimysis, Acanthomysis, Neomysis",523,NA
221,181,1,Adult,181.1,Porcellidium.viride.181.1,L,free.living,Crustacea,small crustacean,harpacticoid copepod,Arthropoda,Hexanauplia,Harpacticoida,Porcellidiidae,Porcellidium,viride,Porcellidium.viride,genus,benthic substrate,Herbivore,Predator,Mobile,1,1,1; 3,both,"Southern California, CA, USA",407; 187,"Puget Sound, WA, USA","La Jolla, CA, USA",,"Porcellidium lecanoides, Porcellidium sarsi, Porcellidium viridis, Thyone viride, Thyone viridis",,,"Porcellidium, Thyone","""Porcellidium viride"" parasite, ""Porcellidium lecanoides"" parasite, ""Porcellidium sarsi"" parasite, ""Thyone viride"" parasite, ""Thyone viridis"" parasite","Porcellidium SAME parasit*, Thyone SAME parasit*",1,0,NA,"Porcellidium, Thyone",105,NA
222,182,1,Adult,182.1,Scutellidium.arthuri.182.1,L,free.living,Crustacea,small crustacean,harpacticoid copepod,Arthropoda,Hexanauplia,Harpacticoida,Tisbidae,Scutellidium,arthuri,Scutellidium.arthuri,species,benthic substrate,Herbivore,Predator,Mobile,1,1,3,both,"San Diego, CA, USA",1079; 153,"British Columbia, Canada ","Baja California, Mexico",,"Machairopus arthuri, Psamathe arthuri",,,"Scutellidium, Machairopus, Psamathe","Scutellidium parasite, Machairopus parasite, ""Psamathe arthuri"" parasite","Psamathe SAME parasit*, Machairopus SAME parasit*, Scutellidium SAME parasit*",0,0,NA,"Scutellidium, Machairopus, Psamathe",17,NA
223,183,1,Adult,183.1,Scutellidium.lamellipes.183.1,L,free.living,Crustacea,small crustacean,harpacticoid copepod,Arthropoda,Hexanauplia,Harpacticoida,Tisbidae,Scutellidium,lamellipes,Scutellidium.lamellipes,species,benthic substrate,Herbivore,Predator,Mobile,1,1,3,unknown,"San Diego, CA, USA",1079,"Point Conception, CA, USA","Baja California, Mexico",,none,,,Scutellidium,Scutellidium parasite,Scutellidium SAME parasit*,0,0,NA,Scutellidium,6,NA
224,184,1,Adult,184.1,Siriella.pacifica.184.1,L,free.living,Crustacea,small crustacean,mysid,Arthropoda,Malacostraca,Mysida,Mysidae,Siriella,pacifica,Siriella.pacifica,Species,benthic substrate,Predator,Predator,Mobile,1,2,3,warm,"Southern California, CA, USA",407; 187; 406,"La Jolla, CA, USA","Baja California, Mexico",,none,,,Siriella,"""Siriella pacifica"" parasite, ""Siriella "" parasite",Siriella SAME parasit*,3,0,NA,Siriella,55,NA
225,185,1,Adult,185.1,Tisbe.furcata.185.1,L,free.living,Crustacea,small crustacean,harpacticoid copepod,Arthropoda,Hexanauplia,Harpacticoida,Tisbidae,Tisbe,furcata,Tisbe.furcata,species,benthic substrate,Detritivore,Predator,Mobile,1,1,3,both,"CA, USA",1079; 1082; 187,Cosmopolitan,Cosmopolitan,,"Canthocamptus furcatus, Canthocarpus furkatus, Cyclops furcatus, Idya furcata, Idyaea furcata, Microcyclops furcatus, Nauplius furcatus, Nauplius furcatus",,,"Tisbe, Canthocamptus, Canthocarpus, Cyclops furcatus, Idya, Nauplius, furcatus","""Tisbe furcata"" parasite, ""Canthocamptus furcatus"" parasite, ""Canthocarpus furkatus"" parasite, ""Cyclops furcatus"" parasite, ""Idya furcata"" parasite, ""Idyaea furcata"" parasite, ""Nauplius furcatus"" parasite","Tisbe SAME parasit*, Cyclops SAME furcatus SAME parasit*, Canthocarpus SAME parasit*, Canthocamptus SAME parasit*, Idya SAME parasit*, Microcyclops SAME furcatus SAME parasit*, Nauplius SAME furcatus SAME parasit*, ""Microcyclops furcatus"" parasite, ",0,3,NA,"Tisbe, Cyclops SAME furcatus, Nauplius SAME furcatus, idya",306,NA
226,186,1,Adult,186.1,Zaus.spinatus.186.1,L,free.living,Crustacea,small crustacean,harpacticoid copepod,Arthropoda,Hexanauplia,Harpacticoida,Harpacticidae,Zaus,spinatus,Zaus.spinatus,species,benthic substrate,Herbivore,Predator,Mobile,1,1,3,both,"Southern California, CA, USA",1079,Cosmopolitan,Cosmopolitan,,Zaus spinatus spinatus,,,Zaus,"""Zaus spinatus"" parasite",Zaus SAME parasit*,0,0,NA,Zaus,11,NA
227,187,1,Adult,187.1,Acartia.spp..187.1,L,free.living,Crustacea,zooplankton,calanoid copepoda,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,spp.,Acartia.spp.,Species,water column,Omnivore,Predator,Mobile,1,2,3,warm,Cosmopolitan,514; 407,Cosmopolitan,Cosmopolitan,,"Acartia (Acanthacartia) giesbrechti, Acartia giesbrechti, Acartia gracilis, Acartia (Acanthacartia) tonsa; Acartia clausi (dif species)",,,Acartia,"""Acartia tonsa"" parasite, ""Acartia clausi"" parasite, ""Acartia giesbrechti"" parasite, ""Acartia gracilis"" parasite",Acartia SAME parasit*,31,32,NA,Acartia,"2,814",NA
228,188,1,Adult,188.1,CalanoidsandCyclopoids.spp..188.1,L,free.living,Crustacea,zooplankton,calanoid copepoda,Arthropoda,Hexanauplia,Calanoida,Calanidae,CalanoidsandCyclopoids,spp.,CalanoidsandCyclopoids.spp.,Group,water column,Herbivore,Predator,Mobile,1,1,3,both,"Southern California, CA, USA",167; 514,Cosmopolitan,Cosmopolitan,,na,,,,,,NA,,NA,,,NA
229,189,1,Adult,189.1,harpacticoids.spp..189.1,L,free.living,Crustacea,zooplankton,harpacticoid copepod,Arthropoda,Hexanauplia,Harpacticoida,Harpacticidae,harpacticoids,spp.,harpacticoids.spp.,Group,benthic substrate,Herbivore,Predator,Mobile,1,1,3,both,"Southern California, CA, USA",167,Cosmopolitan,Cosmopolitan,,na,,,,,,NA,,NA,,,NA
230,190,1,Adult,190.1,Calanus.pacificus.190.1,L,free.living,Crustacea,zooplankton,calanoid copepoda,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,pacificus,Calanus.pacificus,Species,water column,Herbivore,Predator,Mobile,1,2,3,both,"CA, USA",59,"British Columbia, Canada ","Baja California, Mexico",,Calanus pacificus californicus (subspecies),,,Calanus,"""Calanus pacificus"" parasite",(calanus SAME parasit*),26,6,NA,Calanus,3608,NA
231,191,1,Adult,191.1,Corycaeus.anglicus.191.1,L,free.living,Crustacea,zooplankton,cyclopoid,Arthropoda,Hexanauplia,Cyclopoida,Corycaeidae,Corycaeus,anglicus,Corycaeus.anglicus,species,water column,Predator,Predator,Mobile,1,1,3,both,Cosmopolitan,407; 59,Cosmopolitan,Cosmopolitan,,"Ditrichocorycaeus anglicus (accepted name), Corycaeus germanus, Corycaeus (Ditrichocorycaeus) anglicus",,,"Corycaeus, Ditrichocorycaeus","""Corycaeus anglicus"" parasite, ""Corycaeus"" parasite, ""Ditrichocorycaeus"" parasite","Ditrichocorycaeus SAME parasit*, corycaeus SAME parasit*",3,1,NA,"Ditrichocorycaeus, corycaeus",111,NA
232,192,1,Adult,192.1,Cumella.sp..192.1,L,free.living,Crustacea,zooplankton,cumacea,Arthropoda,Malacostraca,Cumacea,Nannastacidae,Cumella,sp.,Cumella.sp.,Genus,sand,Detritivore,Predator,Mobile,1,2,3,cold,"Southern California, CA, USA",407; 391,"OR, USA","Central California, CA, USA",,na,,,Cumella,Cumella parasite,Cumella SAME parasit*,1,0,NA,Cumella,36,NA
233,193,1,Adult,193.1,Cyclaspis.nubila.193.1,L,free.living,Crustacea,zooplankton,cumacea,Arthropoda,Malacostraca,Cumacea,Bodotriidae,Cyclaspis,nubila,Cyclaspis.nubila,Species,sand,Detritivore,Predator,Mobile,1,1,3,warm,"Catalina Island, Channel Islands, CA, USA",407,"Point Conception, CA, USA","Baja California, Mexico",,none,,,Cyclaspis,Cyclaspis parasite,(Cyclaspis SAME parasit*),2,0,NA,Cyclaspis,24,NA
234,194,1,Adult,194.1,Evadne.nordmanni.194.1,L,free.living,Crustacea,zooplankton,cladoceran,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Evadne,nordmanni,Evadne.nordmanni,species,water column,Herbivore,Predator,Mobile,1,1,1; 3,both,"Mohawk Reef, Santa Barbara Channel, CA, USA",59,Cosmopolitan,Cosmopolitan,,none,,,Evadne,evadne parasite,evadne SAME parasit*,0,0,NA,Evadne,103,NA
235,195,1,Adult,195.1,Evadne.spinifera.195.1,L,free.living,Crustacea,zooplankton,cladoceran,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Evadne,spinifera,Evadne.spinifera,species,water column,Herbivore,Predator,Mobile,1,1,1; 3,both,"Mohawk Reef, Santa Barbara Channel, CA, USA",59,Cosmopolitan,Cosmopolitan,,none,,,Evadne,evadne parasite,evadne SAME parasit*,0,0,NA,Evadne,103,NA
236,196,1,Adult,196.1,Labidocera.trispinosa.196.1,L,free.living,Crustacea,zooplankton,calanoid copepoda,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Labidocera,trispinosa,Labidocera.trispinosa,Species,water column,Omnivore,Predator,Mobile,1,1,3,both,"CA, USA",407; 59,"Northern California, CA, USA","Baja California, Mexico",,Labidocera tenuicauda,,,Labidocera,Labidocera parasite,(Labidocera SAME parasit*),5,0,NA,Labidocera,162,NA
237,197,1,Adult,197.1,Oithona.spp..197.1,L,free.living,Crustacea,zooplankton,cyclopoid copepod,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,spp.,Oithona.spp.,Genus,water column,Predator,Predator,Mobile,1,1,1; 3,both,"Mohawk Reef, Santa Barbara Channel, CA, USA",59,Cosmopolitan,Cosmopolitan,,Diothona for some sp. ,,,"Oithona, Diothona","Oithona parasite, diOithona parasite","Oithona SAME parasite*, diOithona SAME parasite*",8,6,NA,"Oithona,  Dioithona",902,NA
238,198,1,Adult,198.1,Paracalanus.parvus.198.1,L,free.living,Crustacea,zooplankton,calanoid copepoda,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,parvus,Paracalanus.parvus,species,water column,Herbivore,Predator,Mobile,1,1,3,warm,Cosmopolitan,59,"Point Conception, CA, USA","Baja California, Mexico",,"Calanus parvus, Paracalanus lagunaris, Paracalanus parvus var. borealis, Piezocalanus lagunaris, Scolecithrix ancorarum",,,"Paracalanus, Piezocalanus, Scolecithrix","""Paracalanus parvus"" parasite, ""Piezocalanus"" parasite, ""Scolecithrix ancorarum"" parasite","Paracalanus SAME parasit*, Piezocalanus, Scolecithrix",8,5,NA,"Paracalanus, Piezocalanus, Scolecithrix",406,NA
239,199,1,Adult,199.1,Penilia.avirostris.199.1,L,free.living,Crustacea,zooplankton,cladoceran,Arthropoda,Branchiopoda,Ctenopoda,Sididae,Penilia,avirostris,Penilia.avirostris,Species,water column,Omnivore,Predator,Mobile,1,1,1; 3,warm,"Mohawk Reef, Santa Barbara Channel, CA, USA",59,Cosmopolitan,Cosmopolitan,,"Penilia orientalis, Penilia pacifica, Penilia schmackeri",,,Penilia,Penilia parasite,Penilia SAME parasit*,0,0,NA,Penilia,154,NA
240,200,1,Adult,200.1,Lytechinus.anamesus.200.1,L,free.living,Echinoidea,urchin,white sea urchin,Echinodermata,Echinoidea,Camarodonta,Toxopneustidae,Lytechinus,anamesus,Lytechinus.anamesus,Species,sand,Herbivore,Micropredator,Mobile,4,1,2,warm,"Santa Barbara Channel, CA, USA",882,"Central California, CA, USA",Mexico,,"Lytechinus pictus, Psammechinus pictus","Lytechinus anamesus, Lytechinus pictus",,"Lytechinus anamesus, Lytechinus pictus, Psammechinus pictus","""Lytechinus anamesus"" parasite","(Lytechinus SAME anamesus SAME parasit*), (Lytechinus SAME pictus SAME parasit*), (Psammechinus SAME pictus SAME parasit*)",NA,,NA,"(Lytechinus SAME anamesus), (Lytechinus SAME pictus)",968,NA
241,200,4,juvenile,200.4,Lytechinus.anamesus.200.4,L,free.living,Echinoidea,urchin,white sea urchin,Echinodermata,Echinoidea,Camarodonta,Toxopneustidae,Lytechinus,anamesus,Lytechinus.anamesus,Species,sand,Herbivore,Micropredator,Mobile,4,2,12,warm,"Santa Barbara Channel, CA, USA",882,"Central California, CA, USA",Mexico,,"Lytechinus pictus, Psammechinus pictus","Lytechinus anamesus, Lytechinus pictus",,"Lytechinus anamesus, Lytechinus pictus, Psammechinus pictus",,"(Lytechinus SAME anamesus SAME parasit*), (Lytechinus SAME pictus SAME parasit*), (Psammechinus SAME pictus SAME parasit*)",NA,,NA,"(Lytechinus SAME anamesus), (Lytechinus SAME pictus)",968,NA
